"slug","product","productType","missingField","publicTreatment","action"
"rcyg-type-pipeline-self-dumping-permanent-magnet-iron-remover","RCYG type pipeline self dumping permanent magnet iron remover","Magnetic filter or separator component","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Suitable belt width","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Recommended suspension height","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Material burden depth","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Magnetic circuit","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Cleaning arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Installation direction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Overall dimensions","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyp-type-permanent-magnet-manual-self-dumping-iron-remover","RCYP type permanent magnet manual self dumping iron remover","Permanent magnetic separator","Test method","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Opening or pipe connection","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Magnetic element arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Material of construction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Flow or pressure condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Temperature condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Cleaning method","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rcyz-type-vertical-pipeline-permanent-magnet-iron-remover","RCYZ type vertical pipeline permanent magnet iron remover","Magnetic filter or separator component","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cqz-type-fully-automatic-online-magnetic-separation","CQZ type fully automatic online magnetic separation","Magnetic filter or separator component","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cqz-type-fully-automatic-online-magnetic-separation","CQZ type fully automatic online magnetic separation","Magnetic filter or separator component","Opening or pipe connection","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cqz-type-fully-automatic-online-magnetic-separation","CQZ type fully automatic online magnetic separation","Magnetic filter or separator component","Magnetic element arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cqz-type-fully-automatic-online-magnetic-separation","CQZ type fully automatic online magnetic separation","Magnetic filter or separator component","Material of construction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cqz-type-fully-automatic-online-magnetic-separation","CQZ type fully automatic online magnetic separation","Magnetic filter or separator component","Flow or pressure condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
